AN_WILTY_EP15_truth1,truth,female
AN_WILTY_EP15_truth2,truth,female
AN_WILTY_EP15_truth8,truth,female
AN_WILTY_EP15_truth9,truth,female
AN_WILTY_EP16_truth26,truth,female
AN_WILTY_EP18_truth1,truth,female
AN_WILTY_EP18_truth2,truth,female
AN_WILTY_EP18_truth3,truth,female
AN_WILTY_EP18_truth4,truth,female
AN_WILTY_EP18_truth5,truth,female
AN_WILTY_EP18_lie9,deception,female
AN_WILTY_EP18_lie10,deception,female
AN_WILTY_EP18_lie14,deception,female
AN_WILTY_EP18_lie15,deception,female
AN_WILTY_EP18_lie16,deception,female
AN_WILTY_EP18_lie17,deception,female
AN_WILTY_EP18_lie18,deception,female
AN_WILTY_EP19_lie1,deception,female
AN_WILTY_EP19_lie2,deception,female
AN_WILTY_EP19_truth20,truth,female
AN_WILTY_EP19_truth21,truth,female
AN_WILTY_EP20_truth1,truth,female
AN_WILTY_EP20_truth2,truth,female
AN_WILTY_EP20_truth3,truth,female
AN_WILTY_EP20_truth4,truth,female
AN_WILTY_EP20_truth11,truth,female
AN_WILTY_EP21_truth2,truth,female
AN_WILTY_EP21_truth3,truth,female
AN_WILTY_EP21_truth4,truth,female
AN_WILTY_EP21_lie9,deception,female
AN_WILTY_EP21_lie12,deception,female
AN_WILTY_EP21_lie22,deception,female
AN_WILTY_EP21_lie23,deception,female
AN_WILTY_EP21_lie24,deception,female
AN_WILTY_EP22_lie5,deception,female
AN_WILTY_EP22_lie6,deception,female
AN_WILTY_EP22_lie7,deception,female
AN_WILTY_EP23_truth6,truth,female
AN_WILTY_EP23_truth7,truth,female
AN_WILTY_EP23_truth8,truth,female
AN_WILTY_EP23_truth9,truth,female
AN_WILTY_EP24_lie9,deception,female
AN_WILTY_EP24_lie13,deception,female
AN_WILTY_EP24_lie14,deception,female
AN_WILTY_EP26_lie1,deception,female
AN_WILTY_EP26_truth13,truth,female
AN_WILTY_EP27_truth5,truth,female
AN_WILTY_EP27_truth6,truth,female
AN_WILTY_EP27_truth7,truth,female
AN_WILTY_EP27_truth8,truth,female
AN_WILTY_EP27_truth9,truth,female
AN_WILTY_EP27_truth10,truth,female
AN_WILTY_EP28_truth7,truth,female
AN_WILTY_EP28_truth8,truth,female
AN_WILTY_EP28_truth9,truth,female
AN_WILTY_EP28_truth10,truth,female
YW_WILTY_EP43_truth2,truth,female
YW_WILTY_EP43_truth3,truth,female
YW_WILTY_EP43_lie7,deception,female
YW_WILTY_EP43_lie9,deception,female
YW_WILTY_EP43_lie10,deception,female
YW_WILTY_EP44_lie6,deception,female
YW_WILTY_EP44_lie9,deception,female
YW_WILTY_EP44_lie10,deception,female
YW_WILTY_EP44_lie11,deception,female
YW_WILTY_EP45_truth1,truth,female
YW_WILTY_EP45_truth7,truth,female
YW_WILTY_EP46_lie8,deception,female
YW_WILTY_EP47_truth1,truth,female
YW_WILTY_EP47_truth2,truth,female
YW_WILTY_EP47_lie12,deception,female
YW_WILTY_EP47_lie14,deception,female
YW_WILTY_EP47_lie15,deception,female
YW_WILTY_EP48_truth1,truth,female
YW_WILTY_EP48_truth2,truth,female
YW_WILTY_EP48_truth3,truth,female
YW_WILTY_EP48_truth4,truth,female
YW_WILTY_EP48_truth5,truth,female
YW_WILTY_EP48_truth6,truth,female
YW_WILTY_EP48_truth7,truth,female
YW_WILTY_EP48_lie3,deception,female
YW_WILTY_EP48_lie4,deception,female
YW_WILTY_EP48_truth8,truth,female
YW_WILTY_EP48_truth9,truth,female
YW_WILTY_EP49_lie1,deception,female
YW_WILTY_EP49_lie2,deception,female
YW_WILTY_EP49_lie4,deception,female
YW_WILTY_EP49_lie5,deception,female
YW_WILTY_EP50_lie7,deception,female
YW_WILTY_EP50_lie8,deception,female
YW_WILTY_EP50_lie9,deception,female
YW_WILTY_EP50_lie10,deception,female
YW_WILTY_EP50_lie11,deception,female
YW_WILTY_EP50_lie12,deception,female
YW_WILTY_EP50_lie13,deception,female
YW_WILTY_EP50_lie14,deception,female
YW_WILTY_EP50_lie15,deception,female
YW_WILTY_EP50_truth12,truth,female
YW_WILTY_EP50_truth13,truth,female
YW_WILTY_EP50_truth14,truth,female
YW_WILTY_EP50_truth15,truth,female
YW_WILTY_EP51_lie2,deception,female
YW_WILTY_EP51_lie4,deception,female
YW_WILTY_EP51_lie5,deception,female
YW_WILTY_EP51_lie9,deception,female
YW_WILTY_EP52_truth1,truth,female
YW_WILTY_EP52_truth2,truth,female
YW_WILTY_EP52_lie1,deception,female
YW_WILTY_EP52_lie3,deception,female
YW_WILTY_EP52_lie8,deception,female
YW_WILTY_EP53_lie1,deception,female
YW_WILTY_EP53_lie2,deception,female
YW_WILTY_EP54_truth1,truth,female
YW_WILTY_EP54_truth2,truth,female
YW_WILTY_EP54_lie3,deception,female
YW_WILTY_EP54_lie4,deception,female
YW_WILTY_EP55_truth4,truth,female
YW_WILTY_EP55_truth5,truth,female
YW_WILTY_EP55_truth6,truth,female
YW_WILTY_EP55_truth7,truth,female
YW_WILTY_EP55_truth8,truth,female
YW_WILTY_EP56_lie16,deception,female
YW_WILTY_EP56_lie17,deception,female
YW_WILTY_EP56_lie18,deception,female
YW_WILTY_EP56_lie19,deception,female
SB_WILTY_EP30_lie5,deception,female
SB_WILTY_EP30_lie6,deception,female
SB_WILTY_EP30_lie7,deception,female
SB_WILTY_EP30_lie8,deception,female
SB_WILTY_EP30_lie9,deception,female
SB_WILTY_EP31_truth6,truth,female
SB_WILTY_EP31_truth7,truth,female
SB_WILTY_EP31_lie6,deception,female
SB_WILTY_EP32_lie6,deception,female
SB_WILTY_EP32_lie7,deception,female
SB_WILTY_EP33_lie4,deception,female
SB_WILTY_EP35_lie1,deception,female
SB_WILTY_EP35_lie2,deception,female
SB_WILTY_EP35_lie3,deception,female
SB_WILTY_EP35_lie4,deception,female
SB_WILTY_EP36_lie1,deception,female
SB_WILTY_EP36_lie3,deception,female
SB_WILTY_EP36_lie4,deception,female
SB_WILTY_EP36_lie5,deception,female
SB_WILTY_EP37_lie1,deception,female
SB_WILTY_EP37_lie2,deception,female
SB_WILTY_EP37_lie3,deception,female
SB_WILTY_EP37_lie4,deception,female
SB_WILTY_EP37_lie5,deception,female
SB_WILTY_EP37_lie6,deception,female
SB_WILTY_EP37_truth1,truth,female
SB_WILTY_EP37_truth2,truth,female
SB_WILTY_EP37_truth3,truth,female
SB_WILTY_EP37_truth4,truth,female
SB_WILTY_EP37_truth5,truth,female
SB_WILTY_EP37_truth6,truth,female
SB_WILTY_EP37_truth7,truth,female
SB_WILTY_EP37_truth14,truth,female
SB_WILTY_EP38_truth1,truth,female
SB_WILTY_EP38_truth2,truth,female
SB_WILTY_EP41_truth3,truth,female
SB_WILTY_EP41_truth4,truth,female
SB_WILTY_EP41_truth5,truth,female
SB_WILTY_EP42_lie4,deception,female
SB_WILTY_EP42_lie10,deception,female
LS_WILTY_EP1_lie1,deception,female
LS_WILTY_EP1_lie2,deception,female
LS_WILTY_EP1_lie3,deception,female
LS_WILTY_EP2_truth5,truth,female
LS_WILTY_EP2_truth6,truth,female
LS_WILTY_EP2_truth7,truth,female
LS_WILTY_EP2_truth8,truth,female
LS_WILTY_EP3_truth1,truth,female
LS_WILTY_EP4_truth3,truth,female
LS_WILTY_EP4_truth4,truth,female
LS_WILTY_EP4_truth5,truth,female
LS_WILTY_EP4_truth7,truth,female
LS_WILTY_EP4_truth8,truth,female
LS_WILTY_EP4_truth9,truth,female
LS_WILTY_EP4_truth10,truth,female
LS_WILTY_EP4_truth11,truth,female
LS_WILTY_EP4_lie16,deception,female
LS_WILTY_EP5_truth9,truth,female
LS_WILTY_EP5_truth11,truth,female
LS_WILTY_EP6_truth1,truth,female
LS_WILTY_EP6_truth2,truth,female
LS_WILTY_EP6_truth3,truth,female
LS_WILTY_EP6_truth4,truth,female
LS_WILTY_EP6_truth5,truth,female
LS_WILTY_EP6_lie2,deception,female
LS_WILTY_EP6_lie3,deception,female
LS_WILTY_EP6_lie5,deception,female
LS_WILTY_EP6_truth9,truth,female
LS_WILTY_EP6_truth10,truth,female
LS_WILTY_EP6_truth11,truth,female
LS_WILTY_EP7_truth1,truth,female
LS_WILTY_EP7_truth2,truth,female
LS_WILTY_EP7_truth3,truth,female
LS_WILTY_EP7_truth4,truth,female
LS_WILTY_EP7_truth5,truth,female
LS_WILTY_EP8_lie1,deception,female
LS_WILTY_EP8_lie2,deception,female
LS_WILTY_EP8_truth3,truth,female
LS_WILTY_EP8_truth4,truth,female
LS_WILTY_EP9_lie1,deception,female
LS_WILTY_EP9_lie2,deception,female
LS_WILTY_EP9_lie3,deception,female
LS_WILTY_EP9_lie4,deception,female
LS_WILTY_EP10_lie1,deception,female
LS_WILTY_EP10_lie2,deception,female
LS_WILTY_EP10_lie3,deception,female
LS_WILTY_EP10_lie4,deception,female
LS_WILTY_EP10_lie12,deception,female
LS_WILTY_EP10_lie13,deception,female
LS_WILTY_EP11_truth8,truth,female
LS_WILTY_EP11_truth9,truth,female
LS_WILTY_EP13_truth7,truth,female
LS_WILTY_EP14_lie4,deception,female
LS_WILTY_EP14_lie5,deception,female
LS_WILTY_EP14_lie6,deception,female
LS_WILTY_EP14_truth10,truth,female
